case_id,text,district_id,crime_subhead_id,date,case_status_id
12735,"Case 12735 (Crime No: 100010004202404019): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-07-14. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,9,2024-07-14,2
12736,"Case 12736 (Crime No: 100010003202403832): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-07-28. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,6,2024-07-28,2
12737,"Case 12737 (Crime No: 100080036202417736): House Burglary reported near Tumakuru PS-2 jurisdiction. Registered on 2024-02-10. District ID 8, Police Station ID 36. Case status ID: 3. Gravity ID: 1.",8,4,2024-02-10,3
12738,"Case 12738 (Crime No: 100070030202609942): Dowry Harassment reported near Ballari PS-1 jurisdiction. Registered on 2026-02-01. District ID 7, Police Station ID 30. Case status ID: 2. Gravity ID: 1.",7,8,2026-02-01,2
12739,"Case 12739 (Crime No: 100060026202503376): Drug Peddling reported near Kalaburagi PS-3 jurisdiction. Registered on 2025-01-20. District ID 6, Police Station ID 26. Case status ID: 2. Gravity ID: 1.",6,11,2025-01-20,2
12740,"Case 12740 (Crime No: 100090043202514701): Vehicle Theft reported near Shivamogga PS-3 jurisdiction. Registered on 2025-10-21. District ID 9, Police Station ID 43. Case status ID: 2. Gravity ID: 1.",9,5,2025-10-21,2
12741,"Case 12741 (Crime No: 100100047202510545): Assault on Woman reported near Davanagere PS-2 jurisdiction. Registered on 2025-11-16. District ID 10, Police Station ID 47. Case status ID: 2. Gravity ID: 1.",10,7,2025-11-16,2
12742,"Case 12742 (Crime No: 100010003202412469): Vehicle Theft reported near Bengaluru PS-3 jurisdiction. Registered on 2024-03-14. District ID 1, Police Station ID 3. Case status ID: 4. Gravity ID: 1.",1,5,2024-03-14,4
12743,"Case 12743 (Crime No: 100070031202414440): Drug Possession reported near Ballari PS-2 jurisdiction. Registered on 2024-06-22. District ID 7, Police Station ID 31. Case status ID: 1. Gravity ID: 2.",7,12,2024-06-22,1
12744,"Case 12744 (Crime No: 100020007202607551): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2026-01-21. District ID 2, Police Station ID 7. Case status ID: 4. Gravity ID: 1.",2,8,2026-01-21,4
12745,"Case 12745 (Crime No: 100040017202516054): Rioting reported near Belagavi PS-3 jurisdiction. Registered on 2025-09-06. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 2.",4,13,2025-09-06,1
12746,"Case 12746 (Crime No: 100010003202401158): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-01-08. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2024-01-08,1
12747,"Case 12747 (Crime No: 100030010202500874): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2025-01-06. District ID 3, Police Station ID 10. Case status ID: 3. Gravity ID: 2.",3,5,2025-01-06,3
12748,"Case 12748 (Crime No: 100060025202414938): Public Nuisance reported near Kalaburagi PS-2 jurisdiction. Registered on 2024-12-06. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,14,2024-12-06,1
12749,"Case 12749 (Crime No: 100010002202502623): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-01-12. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 2.",1,6,2025-01-12,3
12750,"Case 12750 (Crime No: 100100050202610348): Chain Snatching reported near Davanagere PS-5 jurisdiction. Registered on 2026-05-25. District ID 10, Police Station ID 50. Case status ID: 2. Gravity ID: 2.",10,6,2026-05-25,2
12751,"Case 12751 (Crime No: 100080040202416605): Drug Possession reported near Tumakuru PS-6 jurisdiction. Registered on 2024-07-15. District ID 8, Police Station ID 40. Case status ID: 1. Gravity ID: 1.",8,12,2024-07-15,1
12752,"Case 12752 (Crime No: 100090045202415734): Murder reported near Shivamogga PS-5 jurisdiction. Registered on 2024-12-26. District ID 9, Police Station ID 45. Case status ID: 2. Gravity ID: 1.",9,1,2024-12-26,2
12753,"Case 12753 (Crime No: 100060028202416283): Chain Snatching reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-04-29. District ID 6, Police Station ID 28. Case status ID: 2. Gravity ID: 2.",6,6,2024-04-29,2
12754,"Case 12754 (Crime No: 100060024202410693): Drug Possession reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-06-27. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 1.",6,12,2024-06-27,1
12755,"Case 12755 (Crime No: 100100050202410241): Online Financial Fraud reported near Davanagere PS-5 jurisdiction. Registered on 2024-01-03. District ID 10, Police Station ID 50. Case status ID: 4. Gravity ID: 1.",10,9,2024-01-03,4
12756,"Case 12756 (Crime No: 100100048202411851): Rioting reported near Davanagere PS-3 jurisdiction. Registered on 2024-03-21. District ID 10, Police Station ID 48. Case status ID: 1. Gravity ID: 1.",10,13,2024-03-21,1
12757,"Case 12757 (Crime No: 100030013202503059): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2025-08-07. District ID 3, Police Station ID 13. Case status ID: 2. Gravity ID: 1.",3,5,2025-08-07,2
12758,"Case 12758 (Crime No: 100010003202500827): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-04-16. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 2.",1,9,2025-04-16,3
12759,"Case 12759 (Crime No: 100030014202511551): Drug Possession reported near Mangaluru PS-6 jurisdiction. Registered on 2025-06-17. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,12,2025-06-17,1
12760,"Case 12760 (Crime No: 100030014202406648): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-09-14. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,5,2024-09-14,1
12761,"Case 12761 (Crime No: 100010004202402342): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-07-29. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,9,2024-07-29,2
12762,"Case 12762 (Crime No: 100090041202512234): Vehicle Theft reported near Shivamogga PS-1 jurisdiction. Registered on 2025-06-28. District ID 9, Police Station ID 41. Case status ID: 1. Gravity ID: 2.",9,5,2025-06-28,1
12763,"Case 12763 (Crime No: 100040017202517687): Drug Peddling reported near Belagavi PS-3 jurisdiction. Registered on 2025-10-27. District ID 4, Police Station ID 17. Case status ID: 2. Gravity ID: 2.",4,11,2025-10-27,2
12764,"Case 12764 (Crime No: 100010004202400317): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-09-15. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,9,2024-09-15,1
12765,"Case 12765 (Crime No: 100030013202406613): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2024-09-12. District ID 3, Police Station ID 13. Case status ID: 3. Gravity ID: 2.",3,5,2024-09-12,3
12766,"Case 12766 (Crime No: 100090045202515663): House Burglary reported near Shivamogga PS-5 jurisdiction. Registered on 2025-05-02. District ID 9, Police Station ID 45. Case status ID: 1. Gravity ID: 1.",9,4,2025-05-02,1
12767,"Case 12767 (Crime No: 100010003202510317): Assault on Woman reported near Bengaluru PS-3 jurisdiction. Registered on 2025-10-16. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,7,2025-10-16,2
12768,"Case 12768 (Crime No: 100030011202408148): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-05-06. District ID 3, Police Station ID 11. Case status ID: 4. Gravity ID: 1.",3,5,2024-05-06,4
12769,"Case 12769 (Crime No: 100030013202507057): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2025-04-14. District ID 3, Police Station ID 13. Case status ID: 1. Gravity ID: 1.",3,5,2025-04-14,1
12770,"Case 12770 (Crime No: 100050022202514597): Public Nuisance reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2025-07-13. District ID 5, Police Station ID 22. Case status ID: 1. Gravity ID: 2.",5,14,2025-07-13,1
12771,"Case 12771 (Crime No: 100070030202612873): Public Nuisance reported near Ballari PS-1 jurisdiction. Registered on 2026-03-15. District ID 7, Police Station ID 30. Case status ID: 2. Gravity ID: 1.",7,14,2026-03-15,2
12772,"Case 12772 (Crime No: 100030011202409599): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-07-23. District ID 3, Police Station ID 11. Case status ID: 2. Gravity ID: 1.",3,5,2024-07-23,2
12773,"Case 12773 (Crime No: 100030012202410382): Rioting reported near Mangaluru PS-4 jurisdiction. Registered on 2024-06-09. District ID 3, Police Station ID 12. Case status ID: 1. Gravity ID: 1.",3,13,2024-06-09,1
12774,"Case 12774 (Crime No: 100010002202607988): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2026-05-02. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 2.",1,6,2026-05-02,3
12775,"Case 12775 (Crime No: 100010002202408753): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-04-19. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,9,2024-04-19,1
12776,"Case 12776 (Crime No: 100010001202507826): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-12-08. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,9,2025-12-08,3
12777,"Case 12777 (Crime No: 100030011202404162): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-08-23. District ID 3, Police Station ID 11. Case status ID: 3. Gravity ID: 1.",3,5,2024-08-23,3
12778,"Case 12778 (Crime No: 100090044202414575): Attempt to Murder reported near Shivamogga PS-4 jurisdiction. Registered on 2024-11-26. District ID 9, Police Station ID 44. Case status ID: 4. Gravity ID: 1.",9,3,2024-11-26,4
12779,"Case 12779 (Crime No: 100100049202516087): Phishing / Identity Theft reported near Davanagere PS-4 jurisdiction. Registered on 2025-12-23. District ID 10, Police Station ID 49. Case status ID: 2. Gravity ID: 2.",10,10,2025-12-23,2
12780,"Case 12780 (Crime No: 100040017202615309): Grievous Hurt reported near Belagavi PS-3 jurisdiction. Registered on 2026-06-14. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 1.",4,2,2026-06-14,1
12781,"Case 12781 (Crime No: 100030012202502573): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2025-09-27. District ID 3, Police Station ID 12. Case status ID: 4. Gravity ID: 1.",3,5,2025-09-27,4
12782,"Case 12782 (Crime No: 100070032202408128): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2024-09-26. District ID 7, Police Station ID 32. Case status ID: 2. Gravity ID: 2.",7,13,2024-09-26,2
12783,"Case 12783 (Crime No: 100010001202400255): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2024-05-24. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 2.",1,9,2024-05-24,3
12784,"Case 12784 (Crime No: 100010002202617045): Phishing / Identity Theft reported near Bengaluru PS-2 jurisdiction. Registered on 2026-05-03. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,10,2026-05-03,2
12785,"Case 12785 (Crime No: 100060028202411352): Phishing / Identity Theft reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-05-13. District ID 6, Police Station ID 28. Case status ID: 2. Gravity ID: 1.",6,10,2024-05-13,2
12786,"Case 12786 (Crime No: 100010001202605846): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-06-17. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,6,2026-06-17,2
12787,"Case 12787 (Crime No: 100050020202515672): Online Financial Fraud reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2025-11-22. District ID 5, Police Station ID 20. Case status ID: 1. Gravity ID: 2.",5,9,2025-11-22,1
12788,"Case 12788 (Crime No: 100010002202404259): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-10-19. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 1.",1,6,2024-10-19,3
12789,"Case 12789 (Crime No: 100010001202602443): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2026-03-26. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2026-03-26,1
12790,"Case 12790 (Crime No: 100010004202409172): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-01-23. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,6,2024-01-23,1
12791,"Case 12791 (Crime No: 100010004202501021): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2025-07-18. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,6,2025-07-18,2
12792,"Case 12792 (Crime No: 100020007202605282): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2026-04-07. District ID 2, Police Station ID 7. Case status ID: 4. Gravity ID: 1.",2,8,2026-04-07,4
12793,"Case 12793 (Crime No: 100070030202604699): Rioting reported near Ballari PS-1 jurisdiction. Registered on 2026-06-11. District ID 7, Police Station ID 30. Case status ID: 2. Gravity ID: 2.",7,13,2026-06-11,2
12794,"Case 12794 (Crime No: 100100048202615336): Murder reported near Davanagere PS-3 jurisdiction. Registered on 2026-03-15. District ID 10, Police Station ID 48. Case status ID: 2. Gravity ID: 1.",10,1,2026-03-15,2
12795,"Case 12795 (Crime No: 100040018202615195): Phishing / Identity Theft reported near Belagavi PS-4 jurisdiction. Registered on 2026-03-24. District ID 4, Police Station ID 18. Case status ID: 1. Gravity ID: 1.",4,10,2026-03-24,1
12796,"Case 12796 (Crime No: 100020006202604711): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2026-04-24. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2026-04-24,1
12797,"Case 12797 (Crime No: 100050020202416854): Public Nuisance reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-12-22. District ID 5, Police Station ID 20. Case status ID: 2. Gravity ID: 1.",5,14,2024-12-22,2
12798,"Case 12798 (Crime No: 100070031202504293): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-11-21. District ID 7, Police Station ID 31. Case status ID: 3. Gravity ID: 2.",7,13,2025-11-21,3
12799,"Case 12799 (Crime No: 100030009202505942): Vehicle Theft reported near Mangaluru PS-1 jurisdiction. Registered on 2025-10-14. District ID 3, Police Station ID 9. Case status ID: 2. Gravity ID: 1.",3,5,2025-10-14,2
12800,"Case 12800 (Crime No: 100030012202602702): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2026-02-25. District ID 3, Police Station ID 12. Case status ID: 2. Gravity ID: 2.",3,5,2026-02-25,2
12801,"Case 12801 (Crime No: 100010001202504813): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-02-12. District ID 1, Police Station ID 1. Case status ID: 4. Gravity ID: 2.",1,9,2025-02-12,4
12802,"Case 12802 (Crime No: 100030011202502666): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2025-05-08. District ID 3, Police Station ID 11. Case status ID: 1. Gravity ID: 2.",3,5,2025-05-08,1
12803,"Case 12803 (Crime No: 100010004202508653): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2025-04-01. District ID 1, Police Station ID 4. Case status ID: 3. Gravity ID: 2.",1,6,2025-04-01,3
12804,"Case 12804 (Crime No: 100010003202404460): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-03-08. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2024-03-08,1
12805,"Case 12805 (Crime No: 100100046202615951): Drug Peddling reported near Davanagere PS-1 jurisdiction. Registered on 2026-02-13. District ID 10, Police Station ID 46. Case status ID: 3. Gravity ID: 2.",10,11,2026-02-13,3
12806,"Case 12806 (Crime No: 100020006202502518): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-12-04. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2025-12-04,1
12807,"Case 12807 (Crime No: 100010002202616568): Vehicle Theft reported near Bengaluru PS-2 jurisdiction. Registered on 2026-03-15. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,5,2026-03-15,1
12808,"Case 12808 (Crime No: 100060025202409922): Rioting reported near Kalaburagi PS-2 jurisdiction. Registered on 2024-04-14. District ID 6, Police Station ID 25. Case status ID: 3. Gravity ID: 2.",6,13,2024-04-14,3
12809,"Case 12809 (Crime No: 100010004202601415): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-03-26. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,6,2026-03-26,1
12810,"Case 12810 (Crime No: 100010004202407344): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-06-03. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,6,2024-06-03,2
12811,"Case 12811 (Crime No: 100010004202603275): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2026-02-20. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,9,2026-02-20,1
12812,"Case 12812 (Crime No: 100020005202405047): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-03-18. District ID 2, Police Station ID 5. Case status ID: 2. Gravity ID: 1.",2,8,2024-03-18,2
12813,"Case 12813 (Crime No: 100050022202412125): Phishing / Identity Theft reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2024-12-01. District ID 5, Police Station ID 22. Case status ID: 1. Gravity ID: 1.",5,10,2024-12-01,1
12814,"Case 12814 (Crime No: 100060028202401476): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-10-01. District ID 6, Police Station ID 28. Case status ID: 2. Gravity ID: 2.",6,11,2024-10-01,2
12815,"Case 12815 (Crime No: 100070033202501832): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2025-09-30. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 1.",7,13,2025-09-30,1
12816,"Case 12816 (Crime No: 100020008202405890): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-07-18. District ID 2, Police Station ID 8. Case status ID: 2. Gravity ID: 1.",2,8,2024-07-18,2
12817,"Case 12817 (Crime No: 100020007202605980): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2026-04-02. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 1.",2,8,2026-04-02,3
12818,"Case 12818 (Crime No: 100030011202400634): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-05-04. District ID 3, Police Station ID 11. Case status ID: 1. Gravity ID: 1.",3,5,2024-05-04,1
12819,"Case 12819 (Crime No: 100010001202602654): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-06-10. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2026-06-10,1
12820,"Case 12820 (Crime No: 100020005202400597): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-08-15. District ID 2, Police Station ID 5. Case status ID: 2. Gravity ID: 1.",2,8,2024-08-15,2
12821,"Case 12821 (Crime No: 100010001202605633): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-01-22. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,6,2026-01-22,2
12822,"Case 12822 (Crime No: 100030013202417525): Murder reported near Mangaluru PS-5 jurisdiction. Registered on 2024-03-12. District ID 3, Police Station ID 13. Case status ID: 1. Gravity ID: 1.",3,1,2024-03-12,1
12823,"Case 12823 (Crime No: 100060027202401209): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-06-26. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 2.",6,11,2024-06-26,2
12824,"Case 12824 (Crime No: 100070032202602673): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2026-03-18. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 2.",7,13,2026-03-18,1
12825,"Case 12825 (Crime No: 100010003202506678): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-07-15. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,9,2025-07-15,1
12826,"Case 12826 (Crime No: 100020007202415516): Rioting reported near Mysuru PS-3 jurisdiction. Registered on 2024-08-23. District ID 2, Police Station ID 7. Case status ID: 4. Gravity ID: 1.",2,13,2024-08-23,4
12827,"Case 12827 (Crime No: 100020008202405688): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-09-24. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,8,2024-09-24,1
12828,"Case 12828 (Crime No: 100040015202415179): Assault on Woman reported near Belagavi PS-1 jurisdiction. Registered on 2024-03-06. District ID 4, Police Station ID 15. Case status ID: 1. Gravity ID: 1.",4,7,2024-03-06,1
12829,"Case 12829 (Crime No: 100020008202516385): Murder reported near Mysuru PS-4 jurisdiction. Registered on 2025-05-12. District ID 2, Police Station ID 8. Case status ID: 3. Gravity ID: 1.",2,1,2025-05-12,3
12830,"Case 12830 (Crime No: 100020007202502276): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2025-11-13. District ID 2, Police Station ID 7. Case status ID: 1. Gravity ID: 1.",2,8,2025-11-13,1
12831,"Case 12831 (Crime No: 100010002202406571): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-10-23. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,9,2024-10-23,1
12832,"Case 12832 (Crime No: 100020007202508705): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2025-07-08. District ID 2, Police Station ID 7. Case status ID: 1. Gravity ID: 1.",2,8,2025-07-08,1
12833,"Case 12833 (Crime No: 100070031202415638): Drug Peddling reported near Ballari PS-2 jurisdiction. Registered on 2024-08-24. District ID 7, Police Station ID 31. Case status ID: 1. Gravity ID: 1.",7,11,2024-08-24,1
12834,"Case 12834 (Crime No: 100020007202409899): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2024-05-12. District ID 2, Police Station ID 7. Case status ID: 2. Gravity ID: 1.",2,8,2024-05-12,2
12835,"Case 12835 (Crime No: 100010003202407093): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-02-16. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,6,2024-02-16,2
12836,"Case 12836 (Crime No: 100060024202500415): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-07-09. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 2.",6,11,2025-07-09,1
12837,"Case 12837 (Crime No: 100010004202415641): Dowry Harassment reported near Bengaluru PS-4 jurisdiction. Registered on 2024-12-17. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,8,2024-12-17,2
12838,"Case 12838 (Crime No: 100010001202501080): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-03-27. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-03-27,1
12839,"Case 12839 (Crime No: 100030011202400386): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-06-14. District ID 3, Police Station ID 11. Case status ID: 3. Gravity ID: 2.",3,5,2024-06-14,3
12840,"Case 12840 (Crime No: 100060025202506910): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-11-28. District ID 6, Police Station ID 25. Case status ID: 4. Gravity ID: 1.",6,11,2025-11-28,4
12841,"Case 12841 (Crime No: 100080035202415519): Murder reported near Tumakuru PS-1 jurisdiction. Registered on 2024-01-09. District ID 8, Police Station ID 35. Case status ID: 2. Gravity ID: 1.",8,1,2024-01-09,2
12842,"Case 12842 (Crime No: 100010004202506985): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2025-06-22. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,6,2025-06-22,2
12843,"Case 12843 (Crime No: 100090043202517326): Dowry Harassment reported near Shivamogga PS-3 jurisdiction. Registered on 2025-08-07. District ID 9, Police Station ID 43. Case status ID: 1. Gravity ID: 1.",9,8,2025-08-07,1
12844,"Case 12844 (Crime No: 100010003202602656): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2026-02-05. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 2.",1,9,2026-02-05,2
12845,"Case 12845 (Crime No: 100100046202515317): Assault on Woman reported near Davanagere PS-1 jurisdiction. Registered on 2025-01-24. District ID 10, Police Station ID 46. Case status ID: 3. Gravity ID: 1.",10,7,2025-01-24,3
12846,"Case 12846 (Crime No: 100020008202406662): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-04-15. District ID 2, Police Station ID 8. Case status ID: 2. Gravity ID: 1.",2,8,2024-04-15,2
12847,"Case 12847 (Crime No: 100070031202502139): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-09-10. District ID 7, Police Station ID 31. Case status ID: 4. Gravity ID: 1.",7,13,2025-09-10,4
12848,"Case 12848 (Crime No: 100030013202400642): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2024-12-08. District ID 3, Police Station ID 13. Case status ID: 3. Gravity ID: 2.",3,5,2024-12-08,3
12849,"Case 12849 (Crime No: 100070033202412001): Grievous Hurt reported near Ballari PS-4 jurisdiction. Registered on 2024-12-18. District ID 7, Police Station ID 33. Case status ID: 3. Gravity ID: 1.",7,2,2024-12-18,3
12850,"Case 12850 (Crime No: 100060026202406982): Drug Peddling reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-05-02. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 1.",6,11,2024-05-02,1
12851,"Case 12851 (Crime No: 100010001202615732): Attempt to Murder reported near Bengaluru PS-1 jurisdiction. Registered on 2026-06-11. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,3,2026-06-11,1
12852,"Case 12852 (Crime No: 100080040202613301): Murder reported near Tumakuru PS-6 jurisdiction. Registered on 2026-04-17. District ID 8, Police Station ID 40. Case status ID: 4. Gravity ID: 1.",8,1,2026-04-17,4
12853,"Case 12853 (Crime No: 100020005202515924): Drug Peddling reported near Mysuru PS-1 jurisdiction. Registered on 2025-09-11. District ID 2, Police Station ID 5. Case status ID: 3. Gravity ID: 1.",2,11,2025-09-11,3
12854,"Case 12854 (Crime No: 100060024202502811): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-04-09. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 1.",6,11,2025-04-09,2
12855,"Case 12855 (Crime No: 100070034202608580): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2026-03-08. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 1.",7,13,2026-03-08,1
12856,"Case 12856 (Crime No: 100060028202612308): Dowry Harassment reported near Kalaburagi PS-5 jurisdiction. Registered on 2026-03-30. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 1.",6,8,2026-03-30,1
12857,"Case 12857 (Crime No: 100070034202404768): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2024-02-18. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 1.",7,13,2024-02-18,1
12858,"Case 12858 (Crime No: 100040016202517445): Drug Possession reported near Belagavi PS-2 jurisdiction. Registered on 2025-03-31. District ID 4, Police Station ID 16. Case status ID: 2. Gravity ID: 2.",4,12,2025-03-31,2
